Time;Elec_Central;ElecLoadVehicles;H2LoadVehicles;PV;Wind;Heating_Central;Cooling_Central
2025-01-01 00:00;load;load;Massflow;Generation;Generation;load;load
s;MW;MW;kg/h;MW;MW;MW;MW
true;true;true;true;true;true;true;true
363600;0.18732908480157204;0.0285;2.357865837;0.0;0.069673;0.749146;0.0
367200;0.23722786402739204;0.0285;2.357865837;0.0;0.071203;0.759731;0.0
370800;0.21015125725138795;0.0285;2.357865837;0.0;0.069667;0.78669;0.0
374400;0.19701393096065176;0.0285;2.357865837;0.0;0.0731;0.8018289999999999;0.0
378000;0.19905321163036274;0.0285;2.357865837;4.525000000000001e-06;0.081541;0.8002849999999999;0.0
381600;0.21436397566367785;0.0285;2.357865837;1.4025e-05;0.08065800000000001;0.780347;0.0
385200;0.22635260269217727;0.0285;2.357865837;1.7244e-05;0.079459;0.74862;0.0
388800;0.21330575194404838;0.0285;2.357865837;1.6516e-05;0.075735;0.718357;0.0
392400;0.21759847537645208;0.0285;2.357865837;1.3514e-05;0.07176;0.688723;0.0
396000;0.20815528346512274;0.0285;2.357865837;7.772e-06;0.072157;0.657975;0.0
399600;0.22265452803844513;0.0285;2.357865837;2.4769999999999997e-06;0.07014;0.635882;0.0
403200;0.19830056238627627;0.0285;2.357865837;0.0;0.067001;0.632888;0.0
406800;0.20866149094104677;0.0285;2.357865837;0.0;0.06610200000000001;0.662505;0.0
410400;0.21533454664309284;0.0285;2.357865837;0.0;0.060056;0.717989;0.0
414000;0.23521767415140818;0.0285;2.357865837;0.0;0.06272;0.7280800000000001;0.0
417600;0.20955220855762535;0.0285;2.357865837;0.0;0.061265;0.690457;0.0
421200;0.18118277272549255;0.0285;2.357865837;0.0;0.057832;0.664414;0.0
424800;0.11033688825777693;0.0285;2.357865837;0.0;0.06321500000000001;0.674885;0.0
428400;0.08099124847400674;0.0285;2.357865837;0.0;0.053873;0.687505;0.0
432000;0.06650167911728957;0.0285;2.357865837;0.0;0.052433;0.686356;0.0
435600;0.06433449082754716;0.0285;2.357865837;0.0;0.046189999999999995;0.704505;0.0
439200;0.06122332619513673;0.0285;2.357865837;0.0;0.042752000000000005;0.7162540000000001;0.0
442800;0.06375258758396718;0.0285;2.357865837;0.0;0.03976;0.719444;0.0
446400;0.09580788791746074;0.0285;2.357865837;0.0;0.038266;0.7167899999999999;0.0
450000;0.18691409193796577;0.0285;2.357865837;0.0;0.036778;0.718078;0.0
453600;0.2399047003637451;0.0285;2.357865837;0.0;0.037234;0.7337100000000001;0.0
457200;0.20879420667768664;0.0285;2.357865837;0.0;0.033331000000000006;0.765261;0.0
460800;0.21250711007588496;0.0285;2.357865837;0.0;0.032388;0.785369;0.0
464400;0.20436290241133856;0.0285;2.357865837;5.711e-06;0.030721000000000002;0.7889160000000001;0.0
468000;0.20460524253531814;0.0285;2.357865837;1.7922999999999998e-05;0.026245;0.773817;0.0
471600;0.2186192493483594;0.0285;2.357865837;3.2277e-05;0.020162;0.7462920000000001;0.0
475200;0.21854545640625186;0.0285;2.357865837;4.1769e-05;0.018732;0.719412;0.0
478800;0.2122918855485844;0.0285;2.357865837;4.0813000000000004e-05;0.019341999999999998;0.692356;0.0
482400;0.2168661414923799;0.0285;2.357865837;3.1339e-05;0.016848;0.66339;0.0
486000;0.21131482052664954;0.0285;2.357865837;1.1452999999999999e-05;0.016071000000000002;0.6424650000000001;0.0
489600;0.20054275836387578;0.0285;2.357865837;0.0;0.018212;0.640284;0.0
493200;0.20474134823466522;0.0285;2.357865837;0.0;0.01878;0.670639;0.0
496800;0.20966714541437348;0.0285;2.357865837;0.0;0.018751;0.726731;0.0
500400;0.2430148964973648;0.0285;2.357865837;0.0;0.018991;0.736402;0.0
504000;0.204642635885705;0.0285;2.357865837;0.0;0.017769;0.697428;0.0
507600;0.16638404433253456;0.0285;2.357865837;0.0;0.016255;0.669879;0.0
511200;0.10891058871579028;0.0285;2.357865837;0.0;0.016242;0.678849;0.0
514800;0.08267128758177505;0.0285;2.357865837;0.0;0.01417;0.689634;0.0
518400;0.0719131657532298;0.0285;2.357865837;0.0;0.011535;0.6863210000000001;0.0
522000;0.06605337091202379;0.0285;2.357865837;0.0;0.012374000000000001;0.7020299999999999;0.0
525600;0.06358699009804505;0.0285;2.357865837;0.0;0.015065;0.711071;0.0
529200;0.0635961105558616;0.0285;2.357865837;0.0;0.016385999999999998;0.711413;0.0
532800;0.09743587010007775;0.0285;2.357865837;0.0;0.017816;0.705864;0.0
536400;0.18919267174302834;0.0285;2.357865837;0.0;0.020992999999999998;0.704132;0.0
540000;0.2403546688854361;0.0285;2.357865837;0.0;0.027102;0.716361;0.0
543600;0.20797467814604803;0.0285;2.357865837;0.0;0.032043999999999996;0.743936;0.0
547200;0.20465535216304487;0.0285;2.357865837;0.0;0.034523000000000005;0.7602129999999999;0.0
550800;0.19534278315844153;0.0285;2.357865837;9.95e-07;0.036666;0.760441;0.0
554400;0.20607805287244735;0.0285;2.357865837;5.397e-06;0.035001;0.742861;0.0
558000;0.22149084556584134;0.0285;2.357865837;9.362e-06;0.033324;0.713669;0.0
561600;0.22989845568113285;0.0285;2.357865837;7.687000000000001e-06;0.034082;0.6854750000000001;0.0
565200;0.2156993459434257;0.0285;2.357865837;5.2649999999999996e-06;0.04752;0.6575030000000001;0.0
568800;0.2060563238069873;0.0285;2.357865837;2.6920000000000002e-06;0.059414;0.628115;0.0
572400;0.22635780304622868;0.0285;2.357865837;9.69e-07;0.058308;0.606698;0.0
576000;0.2067822785735476;0.0285;2.357865837;0.0;0.06867400000000001;0.603249;0.0
579600;0.21167295200400327;0.0285;2.357865837;0.0;0.08918000000000001;0.6306090000000001;0.0
583200;0.2154387886927831;0.0285;2.357865837;0.0;0.090657;0.68224;0.0
586800;0.234114636866464;0.0285;2.357865837;0.0;0.094582;0.6904199999999999;0.0
590400;0.20814565273241856;0.0285;2.357865837;0.0;0.10102599999999999;0.653243;0.0
594000;0.16530222452021565;0.0285;2.357865837;0.0;0.103117;0.6270309999999999;0.0
597600;0.10942504220669921;0.0285;2.357865837;0.0;0.10841500000000001;0.635217;0.0
601200;0.08162176267614633;0.0285;2.357865837;0.0;0.112235;0.6453;0.0
604800;0.07021111998440185;0.0285;2.357865837;0.0;0.109219;0.6423909999999999;0.0
608400;0.06713756284831109;0.0285;2.357865837;0.0;0.107794;0.657496;0.0
612000;0.06271829747651089;0.0285;2.357865837;0.0;0.111873;0.666574;0.0
615600;0.06335835835433497;0.0285;2.357865837;0.0;0.11631699999999999;0.667708;0.0
619200;0.09590243161081081;0.0285;2.357865837;0.0;0.121825;0.663508;0.0
622800;0.1915037551095843;0.0285;2.357865837;0.0;0.12676;0.6630839999999999;0.0
626400;0.23415118341000793;0.0285;2.357865837;0.0;0.129405;0.676024;0.0
630000;0.22084362811312586;0.0285;2.357865837;0.0;0.131345;0.703732;0.0
633600;0.2113429850495558;0.0285;2.357865837;0.0;0.13194399999999998;0.721059;0.0
637200;0.20368520752283886;0.0285;2.357865837;4.867e-06;0.13075299999999998;0.723414;0.0
640800;0.2048821044117966;0.0285;2.357865837;1.4380000000000001e-05;0.130076;0.70898;0.0
644400;0.21676421191058262;0.0285;2.357865837;2.2493e-05;0.131386;0.683509;0.0
648000;0.22077868672086057;0.0285;2.357865837;3.3447e-05;0.133305;0.658982;0.0
651600;0.2234555843628433;0.0285;2.357865837;4.4004e-05;0.135266;0.634638;0.0
655200;0.2041194350467931;0.0285;2.357865837;2.2983e-05;0.13584800000000002;0.608866;0.0
658800;0.2193136228638171;0.0285;2.357865837;6.977e-06;0.134069;0.590763;0.0
662400;0.1989462388532347;0.0285;2.357865837;0.0;0.132631;0.590196;0.0
666000;0.20832307733959254;0.0285;2.357865837;0.0;0.13157;0.620032;0.0
669600;0.21925131591582592;0.0285;2.357865837;0.0;0.129791;0.674275;0.0
673200;0.23921977162919147;0.0285;2.357865837;0.0;0.126572;0.686035;0.0
