Time;Elec_Central;ElecLoadVehicles;H2LoadVehicles;DieselLoadVehicles;CH4LoadVehicles;PV;Wind;Heating_Central;Cooling_Central
2025-01-01 00:00;load;load;Massflow;Massflow;Massflow;Generation;Generation;load;load
s;MW;MW;kg/h;kg/hr;kg/h;MW;MW;MW;MW
true;true;true;true;true;true;true;true;true;true
122400;2.09749823775741;0.0285;2.357865837;7.852;12.149;6.732299999999999e-05;0.040744999999999996;0.754273;0.0
126000;2.1723048531333027;0.0285;2.357865837;7.852;12.149;9.6238e-05;0.038130000000000004;0.732324;0.0
129600;2.225499566264567;0.0285;2.357865837;7.852;12.149;0.00010513800000000001;0.049668;0.710739;0.0
133200;2.1284951444871156;0.0285;2.357865837;7.852;12.149;9.6155e-05;0.050806;0.6887300000000001;0.0
136800;2.129114274077397;0.0285;2.357865837;7.852;12.149;7.459900000000001e-05;0.043082999999999996;0.6645650000000001;0.0
140400;2.1243646959692954;0.0285;2.357865837;7.852;12.149;3.2195999999999995e-05;0.035404000000000005;0.648226;0.0
144000;1.956287756671219;0.0285;2.357865837;7.852;12.149;4.51e-07;0.036643999999999996;0.650744;0.0
147600;2.082823127260989;0.0285;2.357865837;7.852;12.149;0.0;0.037793;0.686647;0.0
151200;2.176522300185223;0.0285;2.357865837;7.852;12.149;0.0;0.034921;0.749663;0.0
154800;2.395215854080631;0.0285;2.357865837;7.852;12.149;0.0;0.030513000000000002;0.7654;0.0
158400;2.1403361892385604;0.0285;2.357865837;7.852;12.149;0.0;0.027100000000000003;0.730435;0.0
162000;1.6526641809830023;0.0285;2.357865837;7.852;12.149;0.0;0.025515999999999997;0.7069840000000001;0.0
165600;1.1084125617953813;0.0285;2.357865837;7.852;12.149;0.0;0.024503;0.721992;0.0
169200;0.8110308265215843;0.0285;2.357865837;7.852;12.149;0.0;0.024196000000000002;0.739151;0.0
172800;0.6950465080621239;0.0285;2.357865837;7.852;12.149;0.0;0.02443;0.741311;0.0
176400;0.6659015890765714;0.0285;2.357865837;7.852;12.149;0.0;0.024356000000000003;0.76416;0.0
180000;0.659311266154222;0.0285;2.357865837;7.852;12.149;0.0;0.023663;0.779988;0.0
183600;0.6476128591625899;0.0285;2.357865837;7.852;12.149;0.0;0.023611;0.78637;0.0
187200;0.9725661794174163;0.0285;2.357865837;7.852;12.149;0.0;0.024649;0.786202;0.0
190800;1.8407118672225695;0.0285;2.357865837;7.852;12.149;0.0;0.027575;0.790219;0.0
194400;2.45417282129887;0.0285;2.357865837;7.852;12.149;0.0;0.02896;0.8099700000000001;0.0
198000;2.2294413337339942;0.0285;2.357865837;7.852;12.149;0.0;0.030046;0.847375;0.0
201600;2.055006038805686;0.0285;2.357865837;7.852;12.149;0.0;0.031435;0.872226;0.0
205200;1.92793922884587;0.0285;2.357865837;7.852;12.149;8.241e-06;0.032170000000000004;0.878735;0.0
208800;2.1895562907804877;0.0285;2.357865837;7.852;12.149;2.4330999999999998e-05;0.028602;0.864444;0.0
212400;2.1573003330276563;0.0285;2.357865837;7.852;12.149;4.5125999999999995e-05;0.021145;0.8361660000000001;0.0
216000;2.1916047303874304;0.0285;2.357865837;7.852;12.149;6.0793e-05;0.02984;0.808495;0.0
219600;2.133420448688351;0.0285;2.357865837;7.852;12.149;4.9168e-05;0.033114;0.780532;0.0
223200;2.000415814546708;0.0285;2.357865837;7.852;12.149;2.5063e-05;0.026292000000000003;0.750321;0.0
226800;2.097393260762643;0.0285;2.357865837;7.852;12.149;9.516999999999999e-06;0.024418;0.729114;0.0
230400;1.9412327663842865;0.0285;2.357865837;7.852;12.149;0.0;0.028477;0.729165;0.0
234000;2.0605749590076106;0.0285;2.357865837;7.852;12.149;0.0;0.032015999999999996;0.766439;0.0
237600;2.1845578550988565;0.0285;2.357865837;7.852;12.149;0.0;0.031521;0.8335199999999999;0.0
241200;2.3304416868593076;0.0285;2.357865837;7.852;12.149;0.0;0.027229;0.8476520000000001;0.0
244800;1.9993866815511823;0.0285;2.357865837;7.852;12.149;0.0;0.020992;0.805674;0.0
248400;1.7356510773852025;0.0285;2.357865837;7.852;12.149;0.0;0.018103;0.776605;0.0
252000;1.122126442358727;0.0285;2.357865837;7.852;12.149;0.0;0.019967;0.7897609999999999;0.0
255600;0.8100187390050383;0.0285;2.357865837;7.852;12.149;0.0;0.01933;0.805055;0.0
259200;0.7044985417807158;0.0285;2.357865837;7.852;12.149;0.0;0.016143;0.803844;0.0
262800;0.654684348023033;0.0285;2.357865837;7.852;12.149;0.0;0.014469;0.824863;0.0
266400;0.6539591897962024;0.0285;2.357865837;7.852;12.149;0.0;0.014845;0.838017;0.0
270000;0.6480070844024235;0.0285;2.357865837;7.852;12.149;0.0;0.017009;0.840808;0.0
273600;0.976649202405543;0.0285;2.357865837;7.852;12.149;0.0;0.01891;0.836453;0.0
277200;1.901415751026935;0.0285;2.357865837;7.852;12.149;0.0;0.021941;0.836409;0.0
280800;2.3094748431303707;0.0285;2.357865837;7.852;12.149;0.0;0.027191;0.852761;0.0
284400;2.1290717516759;0.0285;2.357865837;7.852;12.149;0.0;0.030726;0.8872340000000001;0.0
288000;1.9130021303264166;0.0285;2.357865837;7.852;12.149;0.0;0.032884000000000004;0.908045;0.0
291600;1.9387635097561282;0.0285;2.357865837;7.852;12.149;4.417e-06;0.032448;0.909408;0.0
295200;2.13229230945584;0.0285;2.357865837;7.852;12.149;2.1081e-05;0.035137999999999996;0.889119;0.0
298800;2.173309027435469;0.0285;2.357865837;7.852;12.149;2.4794e-05;0.038259;0.8545410000000001;0.0
302400;2.164784590405062;0.0285;2.357865837;7.852;12.149;2.5907e-05;0.041634;0.820774;0.0
306000;2.1572911521778466;0.0285;2.357865837;7.852;12.149;1.9913e-05;0.043548;0.786908;0.0
309600;2.0502562516081557;0.0285;2.357865837;7.852;12.149;1.0054e-05;0.042154000000000004;0.751014;0.0
313200;2.1482511433473244;0.0285;2.357865837;7.852;12.149;2.514e-06;0.040629;0.724367;0.0
316800;2.0091765734653864;0.0285;2.357865837;7.852;12.149;0.0;0.037935;0.718895;0.0
320400;2.0657707797026257;0.0285;2.357865837;7.852;12.149;0.0;0.036929000000000003;0.749768;0.0
324000;2.233517868748301;0.0285;2.357865837;7.852;12.149;0.0;0.036215000000000004;0.808964;0.0
327600;2.3054527179756183;0.0285;2.357865837;7.852;12.149;0.0;0.03276;0.8161470000000001;0.0
331200;2.0591792604857595;0.0285;2.357865837;7.852;12.149;0.0;0.031872;0.769558;0.0
334800;1.6695595272747785;0.0285;2.357865837;7.852;12.149;0.0;0.034656;0.735915;0.0
338400;1.0745969337976424;0.0285;2.357865837;7.852;12.149;0.0;0.03517;0.742515;0.0
342000;0.8448708847863101;0.0285;2.357865837;7.852;12.149;0.0;0.037551;0.751057;0.0
345600;0.6734947878382733;0.0285;2.357865837;7.852;12.149;0.0;0.041299;0.744282;0.0
349200;0.6674043226872244;0.0285;2.357865837;7.852;12.149;0.0;0.046095;0.75817;0.0
352800;0.6323380595057974;0.0285;2.357865837;7.852;12.149;0.0;0.050473;0.76486;0.0
356400;0.6163990579390034;0.0285;2.357865837;7.852;12.149;0.0;0.055128;0.762285;0.0
360000;0.950070698677451;0.0285;2.357865837;7.852;12.149;0.0;0.06264800000000001;0.753576;0.0
363600;1.929253205749088;0.0285;2.357865837;7.852;12.149;0.0;0.069673;0.749146;0.0
367200;2.3824402695746154;0.0285;2.357865837;7.852;12.149;0.0;0.071203;0.759731;0.0
370800;2.2208769466471376;0.0285;2.357865837;7.852;12.149;0.0;0.069667;0.78669;0.0
374400;1.9702950453183328;0.0285;2.357865837;7.852;12.149;0.0;0.0731;0.8018289999999999;0.0
378000;1.9924378762669197;0.0285;2.357865837;7.852;12.149;4.525000000000001e-06;0.081541;0.8002849999999999;0.0
381600;2.1168175766937414;0.0285;2.357865837;7.852;12.149;1.4025e-05;0.08065800000000001;0.780347;0.0
385200;2.2597329824611077;0.0285;2.357865837;7.852;12.149;1.7244e-05;0.079459;0.74862;0.0
388800;2.1926893087375268;0.0285;2.357865837;7.852;12.149;1.6516e-05;0.075735;0.718357;0.0
392400;2.088145029467026;0.0285;2.357865837;7.852;12.149;1.3514e-05;0.07176;0.688723;0.0
396000;2.141977294849223;0.0285;2.357865837;7.852;12.149;7.772e-06;0.072157;0.657975;0.0
399600;2.173639278124795;0.0285;2.357865837;7.852;12.149;2.4769999999999997e-06;0.07014;0.635882;0.0
403200;2.053164732171127;0.0285;2.357865837;7.852;12.149;0.0;0.067001;0.632888;0.0
406800;2.058602885593187;0.0285;2.357865837;7.852;12.149;0.0;0.06610200000000001;0.662505;0.0
410400;2.1205175498816677;0.0285;2.357865837;7.852;12.149;0.0;0.060056;0.717989;0.0
414000;2.384670461498675;0.0285;2.357865837;7.852;12.149;0.0;0.06272;0.7280800000000001;0.0
417600;1.9585476728780509;0.0285;2.357865837;7.852;12.149;0.0;0.061265;0.690457;0.0
421200;1.7866961017711251;0.0285;2.357865837;7.852;12.149;0.0;0.057832;0.664414;0.0
424800;1.1107096230326687;0.0285;2.357865837;7.852;12.149;0.0;0.06321500000000001;0.674885;0.0
428400;0.8552565170728038;0.0285;2.357865837;7.852;12.149;0.0;0.053873;0.687505;0.0
432000;0.6893505567370992;0.0285;2.357865837;7.852;12.149;0.0;0.052433;0.686356;0.0
435600;0.6520371148695505;0.0285;2.357865837;7.852;12.149;0.0;0.046189999999999995;0.704505;0.0
439200;0.6580778442059838;0.0285;2.357865837;7.852;12.149;0.0;0.042752000000000005;0.7162540000000001;0.0
442800;0.6141131771246723;0.0285;2.357865837;7.852;12.149;0.0;0.03976;0.719444;0.0
446400;0.9637501308247786;0.0285;2.357865837;7.852;12.149;0.0;0.038266;0.7167899999999999;0.0
450000;1.9304771146888942;0.0285;2.357865837;7.852;12.149;0.0;0.036778;0.718078;0.0
453600;2.4614714274343674;0.0285;2.357865837;7.852;12.149;0.0;0.037234;0.7337100000000001;0.0
457200;2.2051536499852213;0.0285;2.357865837;7.852;12.149;0.0;0.033331000000000006;0.765261;0.0
460800;2.0255595070523076;0.0285;2.357865837;7.852;12.149;0.0;0.032388;0.785369;0.0
464400;1.9370195122843126;0.0285;2.357865837;7.852;12.149;5.711e-06;0.030721000000000002;0.7889160000000001;0.0
468000;2.1703443971377885;0.0285;2.357865837;7.852;12.149;1.7922999999999998e-05;0.026245;0.773817;0.0
471600;2.2171893263529476;0.0285;2.357865837;7.852;12.149;3.2277e-05;0.020162;0.7462920000000001;0.0
475200;2.222151684812486;0.0285;2.357865837;7.852;12.149;4.1769e-05;0.018732;0.719412;0.0
478800;2.1448239667693922;0.0285;2.357865837;7.852;12.149;4.0813000000000004e-05;0.019341999999999998;0.692356;0.0
482400;2.0672219461091834;0.0285;2.357865837;7.852;12.149;3.1339e-05;0.016848;0.66339;0.0
486000;2.221635976466452;0.0285;2.357865837;7.852;12.149;1.1452999999999999e-05;0.016071000000000002;0.6424650000000001;0.0
489600;1.9352261749463713;0.0285;2.357865837;7.852;12.149;0.0;0.018212;0.640284;0.0
493200;2.073465943515589;0.0285;2.357865837;7.852;12.149;0.0;0.01878;0.670639;0.0
496800;2.080492843392418;0.0285;2.357865837;7.852;12.149;0.0;0.018751;0.726731;0.0
500400;2.2530158082158676;0.0285;2.357865837;7.852;12.149;0.0;0.018991;0.736402;0.0
504000;2.0433474258731477;0.0285;2.357865837;7.852;12.149;0.0;0.017769;0.697428;0.0
507600;1.633001015014206;0.0285;2.357865837;7.852;12.149;0.0;0.016255;0.669879;0.0
511200;1.087371562647229;0.0285;2.357865837;7.852;12.149;0.0;0.016242;0.678849;0.0
514800;0.8441959642345316;0.0285;2.357865837;7.852;12.149;0.0;0.01417;0.689634;0.0
518400;0.6948729442689285;0.0285;2.357865837;7.852;12.149;0.0;0.011535;0.6863210000000001;0.0
522000;0.6869792644121995;0.0285;2.357865837;7.852;12.149;0.0;0.012374000000000001;0.7020299999999999;0.0
525600;0.6543106599818909;0.0285;2.357865837;7.852;12.149;0.0;0.015065;0.711071;0.0
529200;0.6176485312414612;0.0285;2.357865837;7.852;12.149;0.0;0.016385999999999998;0.711413;0.0
532800;0.9422161547076187;0.0285;2.357865837;7.852;12.149;0.0;0.017816;0.705864;0.0
536400;1.849385914390839;0.0285;2.357865837;7.852;12.149;0.0;0.020992999999999998;0.704132;0.0
540000;2.439225270145868;0.0285;2.357865837;7.852;12.149;0.0;0.027102;0.716361;0.0
543600;2.204661117822907;0.0285;2.357865837;7.852;12.149;0.0;0.032043999999999996;0.743936;0.0
547200;1.935981040529417;0.0285;2.357865837;7.852;12.149;0.0;0.034523000000000005;0.7602129999999999;0.0
550800;1.9776697038362023;0.0285;2.357865837;7.852;12.149;9.95e-07;0.036666;0.760441;0.0
554400;2.119867341317044;0.0285;2.357865837;7.852;12.149;5.397e-06;0.035001;0.742861;0.0
558000;2.2035900762563827;0.0285;2.357865837;7.852;12.149;9.362e-06;0.033324;0.713669;0.0
561600;2.348467516740465;0.0285;2.357865837;7.852;12.149;7.687000000000001e-06;0.034082;0.6854750000000001;0.0
565200;2.169253751154341;0.0285;2.357865837;7.852;12.149;5.2649999999999996e-06;0.04752;0.6575030000000001;0.0
568800;2.1314333767431526;0.0285;2.357865837;7.852;12.149;2.6920000000000002e-06;0.059414;0.628115;0.0
572400;2.116696788673866;0.0285;2.357865837;7.852;12.149;9.69e-07;0.058308;0.606698;0.0
576000;2.023245038857258;0.0285;2.357865837;7.852;12.149;0.0;0.06867400000000001;0.603249;0.0
579600;2.1021002907089286;0.0285;2.357865837;7.852;12.149;0.0;0.08918000000000001;0.6306090000000001;0.0
583200;2.191933953772066;0.0285;2.357865837;7.852;12.149;0.0;0.090657;0.68224;0.0
586800;2.26671190803225;0.0285;2.357865837;7.852;12.149;0.0;0.094582;0.6904199999999999;0.0
590400;1.9860785279059308;0.0285;2.357865837;7.852;12.149;0.0;0.10102599999999999;0.653243;0.0
594000;1.6954587928174885;0.0285;2.357865837;7.852;12.149;0.0;0.103117;0.6270309999999999;0.0
597600;1.1154765253359753;0.0285;2.357865837;7.852;12.149;0.0;0.10841500000000001;0.635217;0.0
601200;0.8194267441325382;0.0285;2.357865837;7.852;12.149;0.0;0.112235;0.6453;0.0
604800;0.6899980940689671;0.0285;2.357865837;7.852;12.149;0.0;0.109219;0.6423909999999999;0.0
608400;0.6599940775832494;0.0285;2.357865837;7.852;12.149;0.0;0.107794;0.657496;0.0
612000;0.6539994427974452;0.0285;2.357865837;7.852;12.149;0.0;0.111873;0.666574;0.0
615600;0.6429382976300446;0.0285;2.357865837;7.852;12.149;0.0;0.11631699999999999;0.667708;0.0
619200;0.9309618447221429;0.0285;2.357865837;7.852;12.149;0.0;0.121825;0.663508;0.0
622800;1.8163026693741058;0.0285;2.357865837;7.852;12.149;0.0;0.12676;0.6630839999999999;0.0
626400;2.4313481428654162;0.0285;2.357865837;7.852;12.149;0.0;0.129405;0.676024;0.0
630000;2.0698187148200127;0.0285;2.357865837;7.852;12.149;0.0;0.131345;0.703732;0.0
633600;1.9070676157605064;0.0285;2.357865837;7.852;12.149;0.0;0.13194399999999998;0.721059;0.0
637200;1.8489505854559638;0.0285;2.357865837;7.852;12.149;4.867e-06;0.13075299999999998;0.723414;0.0
640800;2.048333704796442;0.0285;2.357865837;7.852;12.149;1.4380000000000001e-05;0.130076;0.70898;0.0
644400;2.263931982924246;0.0285;2.357865837;7.852;12.149;2.2493e-05;0.131386;0.683509;0.0
648000;2.3107504310997276;0.0285;2.357865837;7.852;12.149;3.3447e-05;0.133305;0.658982;0.0
651600;2.0906975703432304;0.0285;2.357865837;7.852;12.149;4.4004e-05;0.135266;0.634638;0.0
655200;2.0610445804688693;0.0285;2.357865837;7.852;12.149;2.2983e-05;0.13584800000000002;0.608866;0.0
658800;2.204759073684372;0.0285;2.357865837;7.852;12.149;6.977e-06;0.134069;0.590763;0.0
662400;2.042589842219823;0.0285;2.357865837;7.852;12.149;0.0;0.132631;0.590196;0.0
666000;2.1455333429631684;0.0285;2.357865837;7.852;12.149;0.0;0.13157;0.620032;0.0
669600;2.1246020309035227;0.0285;2.357865837;7.852;12.149;0.0;0.129791;0.674275;0.0
673200;2.3664862676882046;0.0285;2.357865837;7.852;12.149;0.0;0.126572;0.686035;0.0
676800;2.1159545353793954;0.0285;2.357865837;7.852;12.149;0.0;0.12164;0.652714;0.0
680400;1.7006369202051759;0.0285;2.357865837;7.852;12.149;0.0;0.117478;0.63013;0.0
684000;1.087968246157381;0.0285;2.357865837;7.852;12.149;0.0;0.115248;0.642137;0.0
687600;0.8534434418350229;0.0285;2.357865837;7.852;12.149;0.0;0.111383;0.656295;0.0
691200;0.6527192851534529;0.0285;2.357865837;7.852;12.149;0.0;0.106666;0.6574030000000001;0.0
694800;0.6344640761265942;0.0285;2.357865837;7.852;12.149;0.0;0.10141;0.677136;0.0
698400;0.6353443755522111;0.0285;2.357865837;7.852;12.149;0.0;0.09457800000000001;0.690928;0.0
702000;0.6435255100648531;0.0285;2.357865837;7.852;12.149;0.0;0.086976;0.6966559999999999;0.0
705600;0.9472752539825221;0.0285;2.357865837;7.852;12.149;0.0;0.078514;0.6968909999999999;0.0
709200;1.9481338221916416;0.0285;2.357865837;7.852;12.149;0.0;0.071101;0.701145;0.0
712800;2.308162476151132;0.0285;2.357865837;7.852;12.149;0.0;0.064089;0.719697;0.0
716400;2.193912836179298;0.0285;2.357865837;7.852;12.149;0.0;0.060266;0.754338;0.0
720000;2.008749438615472;0.0285;2.357865837;7.852;12.149;0.0;0.06529;0.778246;0.0
723600;2.0083068863674103;0.0285;2.357865837;7.852;12.149;1.0880000000000001e-05;0.061071;0.7861950000000001;0.0
727200;2.143201253313046;0.0285;2.357865837;7.852;12.149;5.8973e-05;0.057868;0.775851;0.0
730800;2.1831316854161806;0.0285;2.357865837;7.852;12.149;0.00010772499999999999;0.053936;0.753162;0.0
734400;2.1947237686428522;0.0285;2.357865837;7.852;12.149;0.00011584699999999999;0.07222100000000001;0.7311559999999999;0.0
738000;2.146856001507708;0.0285;2.357865837;7.852;12.149;0.000107574;0.092482;0.708991;0.0
741600;2.12191108469705;0.0285;2.357865837;7.852;12.149;8.1838e-05;0.09187999999999999;0.684844;0.0
745200;2.108642690716534;0.0285;2.357865837;7.852;12.149;3.5825000000000003e-05;0.082793;0.668948;0.0
748800;2.0230602373733957;0.0285;2.357865837;7.852;12.149;1.615e-06;0.073727;0.672683;0.0
752400;2.134816197622044;0.0285;2.357865837;7.852;12.149;0.0;0.072159;0.711159;0.0
756000;2.1406313149257157;0.0285;2.357865837;7.852;12.149;0.0;0.072158;0.778046;0.0
759600;2.4100602480069844;0.0285;2.357865837;7.852;12.149;0.0;0.06856699999999999;0.7961309999999999;0.0
763200;1.9863405915298167;0.0285;2.357865837;7.852;12.149;0.0;0.064979;0.7614869999999999;0.0
766800;1.6863742713127157;0.0285;2.357865837;7.852;12.149;0.0;0.059331;0.738722;0.0
770400;1.0771296215134103;0.0285;2.357865837;7.852;12.149;0.0;0.048088;0.7561;0.0
774000;0.8368147977687349;0.0285;2.357865837;7.852;12.149;0.0;0.036262;0.775748;0.0
777600;0.689887574406768;0.0285;2.357865837;7.852;12.149;0.0;0.029280999999999998;0.779601;0.0
781200;0.6329613248217999;0.0285;2.357865837;7.852;12.149;0.0;0.02767;0.8051309999999999;0.0
784800;0.6651107025012327;0.0285;2.357865837;7.852;12.149;0.0;0.025228;0.8231660000000001;0.0
788400;0.6296503959482695;0.0285;2.357865837;7.852;12.149;0.0;0.024074;0.831058;0.0
792000;0.9676542778129487;0.0285;2.357865837;7.852;12.149;0.0;0.02395;0.831792;0.0
795600;1.9093838365951858;0.0285;2.357865837;7.852;12.149;0.0;0.021985;0.836673;0.0
799200;2.4308560243645045;0.0285;2.357865837;7.852;12.149;0.0;0.019063;0.857908;0.0
802800;2.1335198167214195;0.0285;2.357865837;7.852;12.149;0.0;0.015607;0.897486;0.0
806400;2.0574371455379286;0.0285;2.357865837;7.852;12.149;0.0;0.012405;0.923339;0.0
810000;2.021997884786996;0.0285;2.357865837;7.852;12.149;4e-06;0.010105000000000001;0.929292;0.0
813600;2.1928324411115874;0.0285;2.357865837;7.852;12.149;1.1284e-05;0.008067;0.91276;0.0
817200;2.2117310388478693;0.0285;2.357865837;7.852;12.149;1.6681000000000002e-05;0.004875;0.881015;0.0
820800;2.1541163208545058;0.0285;2.357865837;7.852;12.149;2.2998000000000002e-05;0.004292;0.849504;0.0
824400;2.0909849628525428;0.0285;2.357865837;7.852;12.149;2.1045000000000003e-05;0.0042910000000000005;0.817301;0.0
828000;2.060295314586149;0.0285;2.357865837;7.852;12.149;2.2732e-05;0.005129;0.782413;0.0
831600;2.1526266723135548;0.0285;2.357865837;7.852;12.149;1.1795e-05;0.006883;0.756653;0.0
835200;1.966488824832898;0.0285;2.357865837;7.852;12.149;1.74e-07;0.011789999999999998;0.7526309999999999;0.0
838800;2.1636575505449467;0.0285;2.357865837;7.852;12.149;0.0;0.016102;0.786427;0.0
842400;2.120438827812178;0.0285;2.357865837;7.852;12.149;0.0;0.018236000000000002;0.849804;0.0
846000;2.2638279660082836;0.0285;2.357865837;7.852;12.149;0.0;0.019887000000000002;0.8583540000000001;0.0
849600;2.082419337522471;0.0285;2.357865837;7.852;12.149;0.0;0.021848;0.810036;0.0
853200;1.7461302314197997;0.0285;2.357865837;7.852;12.149;0.0;0.023732;0.7750309999999999;0.0
856800;1.1005710145721534;0.0285;2.357865837;7.852;12.149;0.0;0.025078;0.7821549999999999;0.0
860400;0.8354651348073969;0.0285;2.357865837;7.852;12.149;0.0;0.027239;0.791101;0.0
864000;0.7099216155187047;0.0285;2.357865837;7.852;12.149;0.0;0.030746;0.783695;0.0
867600;0.6712452132096738;0.0285;2.357865837;7.852;12.149;0.0;0.031473;0.797837;0.0
871200;0.6378571140871759;0.0285;2.357865837;7.852;12.149;0.0;0.028118999999999998;0.8041900000000001;0.0
874800;0.6548486736747553;0.0285;2.357865837;7.852;12.149;0.0;0.020786000000000002;0.800613;0.0
878400;0.9538462789990271;0.0285;2.357865837;7.852;12.149;0.0;0.018212;0.790432;0.0
882000;1.9307756566210368;0.0285;2.357865837;7.852;12.149;0.0;0.023447;0.7845979999999999;0.0
885600;2.247872369770283;0.0285;2.357865837;7.852;12.149;0.0;0.030779;0.794333;0.0
889200;2.051181313933414;0.0285;2.357865837;7.852;12.149;0.0;0.03293;0.820984;0.0
892800;2.025811745240036;0.0285;2.357865837;7.852;12.149;0.0;0.030131;0.835091;0.0
896400;1.9788912789595259;0.0285;2.357865837;7.852;12.149;2.1120000000000003e-06;0.030078;0.831688;0.0
900000;2.148587099961109;0.0285;2.357865837;7.852;12.149;4.0030000000000005e-06;0.030134;0.80913;0.0
903600;2.1383891002106967;0.0285;2.357865837;7.852;12.149;2.8450000000000003e-06;0.033511000000000006;0.774404;0.0
907200;2.3155699424737954;0.0285;2.357865837;7.852;12.149;8.485e-06;0.039674999999999995;0.741297;0.0
910800;2.1867292405359913;0.0285;2.357865837;7.852;12.149;2.3822e-05;0.053049;0.708964;0.0
914400;2.0175917046060934;0.0285;2.357865837;7.852;12.149;1.6255e-05;0.05258;0.675626;0.0
918000;2.1485745709994966;0.0285;2.357865837;7.852;12.149;4.3310000000000005e-06;0.055464;0.651298;0.0
921600;1.9939397863760941;0.0285;2.357865837;7.852;12.149;0.0;0.059151;0.646582;0.0
925200;2.1528933042611196;0.0285;2.357865837;7.852;12.149;0.0;0.058974;0.675091;0.0
928800;2.060065966672828;0.0285;2.357865837;7.852;12.149;0.0;0.062766;0.729706;0.0
932400;2.411312135780778;0.0285;2.357865837;7.852;12.149;0.0;0.064619;0.737974;0.0
936000;2.0157684639146325;0.0285;2.357865837;7.852;12.149;0.0;0.061023;0.697918;0.0
939600;1.6954606455741554;0.0285;2.357865837;7.852;12.149;0.0;0.058967;0.6697000000000001;0.0
943200;1.1275128126548704;0.0285;2.357865837;7.852;12.149;0.0;0.057402;0.6782809999999999;0.0
